"Status";"Date";"Description";"Debit";"Credit";"Member Name"
"Cleared";4/26/1989 0:00:00;"GAMESTATION LIVE";;-55.92;"Homer Simpson"
"Cleared";10/22/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";10/22/1991 0:00:00;"KWIK-E-MART GAS";18.89;;"Homer Simpson"
"Cleared";7/28/1990 0:00:00;"WHOLE PAYCHECK";208.73;;"Homer Simpson"
"Cleared";5/1/1989 0:00:00;"GLOBEX";5.55;;"Homer Simpson"
"Cleared";7/30/1990 0:00:00;"PASSMORE GAS";6.15;;"Homer Simpson"
"Cleared";10/16/1991 0:00:00;"WHOLE PAYCHECK";11.64;;"Homer Simpson"
"Cleared";10/19/1991 0:00:00;"MAPPLE TOO";23.75;;"Homer Simpson"
"Cleared";10/3/1991 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";7/31/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";7/31/1990 0:00:00;"WHOLE PAYCHECK";15.86;;"Homer Simpson"
"Cleared";6/20/1990 0:00:00;"HICKTON SUPPLY";15.78;;"Homer Simpson"
"Cleared";7/31/1990 0:00:00;"TOMMY HILLCLIMBER";9.30;;"Homer Simpson"
"Cleared";10/11/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";8/1/1990 0:00:00;"WHOLE PAYCHECK";36.26;;"Homer Simpson"
"Cleared";6/20/1990 0:00:00;"FOOL LOCKER";90.95;;"Homer Simpson"
"Cleared";8/3/1990 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";8/7/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";5/11/1989 0:00:00;"WHOLE PAYCHECK";76.15;;"Homer Simpson"
"Cleared";7/8/1989 0:00:00;"BAY AREA RAPID TRANSIT";17.66;;"Homer Simpson"
"Cleared";8/18/1990 0:00:00;"TRY N' SAVE";11.28;;"Homer Simpson"
"Cleared";8/20/1991 0:00:00;"WHOLE PAYCHECK";62.95;;"Homer Simpson"
"Cleared";8/20/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";7/3/1989 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";5/18/1990 0:00:00;"WHOLE PAYCHECK";749.92;;"Homer Simpson"
"Cleared";7/6/1989 0:00:00;"THE FRYING DUTCHMAN";9.13;;"Homer Simpson"
"Cleared";7/6/1989 0:00:00;"NORTH HAVERBROOK PARKING";23.93;;"Homer Simpson"
"Cleared";6/16/1990 0:00:00;"WHOLE PAYCHECK";347.69;;"Homer Simpson"
"Cleared";7/6/1989 0:00:00;"CAPITAL CITY PARKING";10.44;;"Homer Simpson"
"Cleared";9/2/1991 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";7/8/1989 0:00:00;"BAY AREA RAPID TRANSIT";45.24;;"Homer Simpson"
"Cleared";7/8/1989 0:00:00;"DAIRY GODMOTHER";29.37;;"Homer Simpson"
"Cleared";7/9/1989 0:00:00;"BAY AREA RAPID TRANSIT";5.86;;"Homer Simpson"
"Cleared";7/9/1989 0:00:00;"BAY AREA RAPID TRANSIT";6.91;;"Homer Simpson"
"Cleared";7/9/1989 0:00:00;"BAY AREA RAPID TRANSIT";26.10;;"Homer Simpson"
"Cleared";7/10/1989 0:00:00;"GARLICVILLE MARKET";2.42;;"Homer Simpson"
"Cleared";7/10/1989 0:00:00;"SPRINGFIELD PARKING";4.35;;"Homer Simpson"
"Cleared";8/14/1991 0:00:00;"WHOLE PAYCHECK";109.37;;"Homer Simpson"
"Cleared";7/6/1989 0:00:00;"THE MUNICIPAL HOUSE OF PANCAKES";6.96;;"Homer Simpson"
"Cleared";9/17/1991 0:00:00;"KWIK-E-MART GAS";25.07;;"Homer Simpson"
"Cleared";6/1/1989 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";6/14/1989 0:00:00;"WHOLE PAYCHECK";44.37;;"Homer Simpson"
"Cleared";6/15/1989 0:00:00;"SPORTACUS";152.18;;"Homer Simpson"
"Cleared";6/16/1990 0:00:00;"KWIK-E-MART GAS";17.06;;"Homer Simpson"
"Cleared";6/26/1990 0:00:00;"DAIRY GODMOTHER";33.59;;"Homer Simpson"
"Cleared";8/15/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";6/1/1990 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";5/29/1990 0:00:00;"WHOLE PAYCHECK";96.10;;"Homer Simpson"
"Cleared";8/28/1991 0:00:00;"KWIK-E-MART GAS";34.59;;"Homer Simpson"
"Cleared";9/17/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";5/21/1990 0:00:00;"TRY N' SAVE";130.78;;"Homer Simpson"
"Cleared";5/29/1990 0:00:00;"KWIK-E-MART GAS";12.09;;"Homer Simpson"
"Cleared";8/15/1990 0:00:00;"WHOLE PAYCHECK";11.64;;"Homer Simpson"
"Cleared";9/10/1991 0:00:00;"WHOLE PAYCHECK";149.24;;"Homer Simpson"
"Cleared";9/10/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";9/10/1991 0:00:00;"WHOLE PAYCHECK";;-35.80;"Homer Simpson"
"Cleared";8/18/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";8/18/1990 0:00:00;"WHOLE PAYCHECK";517.96;;"Homer Simpson"
"Cleared";9/24/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";9/17/1991 0:00:00;"WHOLE PAYCHECK";78.82;;"Homer Simpson"
"Cleared";12/6/1991 0:00:00;"WHOLE PAYCHECK";481.98;;"Homer Simpson"
"Cleared";10/30/1991 0:00:00;"WHOLE PAYCHECK";35.40;;"Homer Simpson"
"Cleared";7/26/1990 0:00:00;"PASSMORE GAS";8.20;;"Homer Simpson"
"Cleared";7/20/1990 0:00:00;"TOMMY HILLCLIMBER";86.25;;"Homer Simpson"
"Cleared";2/2/1989 0:00:00;"GLOBEX";4.64;;"Homer Simpson"
"Cleared";7/20/1990 0:00:00;"DOME DEPOT";16.76;;"Homer Simpson"
"Cleared";12/11/1991 0:00:00;"JITTERS COFFEE";6.91;;"Homer Simpson"
"Cleared";2/12/1989 0:00:00;"WHOLE PAYCHECK";15.78;;"Homer Simpson"
"Cleared";12/11/1991 0:00:00;"HOLY CREPE";7.53;;"Homer Simpson"
"Cleared";12/11/1991 0:00:00;"STATE UNIVERSITY CONCESSIONS";12.18;;"Homer Simpson"
"Cleared";12/15/1991 0:00:00;"GAMESTATION LIVE";21.97;;"Homer Simpson"
"Cleared";7/17/1990 0:00:00;"KWIK-E-MART";46.97;;"Homer Simpson"
"Cleared";12/17/1991 0:00:00;"STATE UNIVERSITY BOOKSTORE TOO";5.62;;"Homer Simpson"
"Cleared";7/17/1990 0:00:00;"KWIK-E-MART";38.68;;"Homer Simpson"
"Cleared";12/6/1991 0:00:00;"KWIK-E-MART GAS";13.86;;"Homer Simpson"
"Cleared";12/4/1991 0:00:00;"TRY N' SAVE";5.88;;"Homer Simpson"
"Cleared";12/3/1991 0:00:00;"COMPLETE AND PUTTER MADNESS";12.23;;"Homer Simpson"
"Cleared";7/17/1990 0:00:00;"KRUSTY BURGER";29.89;;"Homer Simpson"
"Cleared";7/26/1990 0:00:00;"PASSMORE GAS";12.31;;"Homer Simpson"
"Cleared";12/2/1991 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";3/1/1989 0:00:00;"GLOBEX";15.08;;"Homer Simpson"
"Cleared";12/1/1991 0:00:00;"TRY N' SAVE";12.79;;"Homer Simpson"
"Cleared";7/17/1990 0:00:00;"TOMMY HILLCLIMBER";123.89;;"Homer Simpson"
"Cleared";12/20/1991 0:00:00;"WHOLE PAYCHECK";166.55;;"Homer Simpson"
"Cleared";7/25/1990 0:00:00;"DOME DEPOT";204.34;;"Homer Simpson"
"Cleared";12/28/1991 0:00:00;"OGDENVILLE FOODS";28.44;;"Homer Simpson"
"Cleared";7/26/1990 0:00:00;"SHELBYVILLE SKI AREA";6.96;;"Homer Simpson"
"Cleared";7/26/1990 0:00:00;"THE COD FATHER";7.05;;"Homer Simpson"
"Cleared";12/22/1991 0:00:00;"JAVA THE HUT";12.11;;"Homer Simpson"
"Cleared";12/22/1991 0:00:00;"PHINEAS Q. BUTTERFAT'S";22.07;;"Homer Simpson"
"Cleared";12/21/1991 0:00:00;"KWIK-E-MART";48.77;;"Homer Simpson"
"Cleared";7/21/1990 0:00:00;"TOMMY HILLCLIMBER";;-22.35;"Homer Simpson"
"Cleared";1/18/1989 0:00:00;"KWIK-E-MART GAS";12.11;;"Homer Simpson"
"Cleared";1/26/1989 0:00:00;"VHS VILLAGE";3.25;;"Homer Simpson"
"Cleared";1/18/1989 0:00:00;"NOTORIOUS P.I.G. BBQ";25.31;;"Homer Simpson"
"Cleared";7/17/1990 0:00:00;"WELLNESS FOODS";13.14;;"Homer Simpson"
"Cleared";1/19/1989 0:00:00;"KRUSTY BURGER";34.42;;"Homer Simpson"
"Cleared";1/19/1989 0:00:00;"PUNCHLINE JUICE BAR";8.16;;"Homer Simpson"
"Cleared";12/20/1991 0:00:00;"KWIK-E-MART GAS";15.59;;"Homer Simpson"
"Cleared";12/18/1991 0:00:00;"STATE UNIVERSITY BOOKSTORE TOO";5.62;;"Homer Simpson"
"Cleared";12/18/1991 0:00:00;"JITTERS COFFEE";12.03;;"Homer Simpson"
"Cleared";1/23/1989 0:00:00;"JUAN IN A MILLION";64.41;;"Homer Simpson"
"Cleared";12/18/1991 0:00:00;"HINDENBURGER";97.22;;"Homer Simpson"
"Cleared";12/18/1991 0:00:00;"HINDENBURGER";2.06;;"Homer Simpson"
"Cleared";1/25/1989 0:00:00;"WHOLE PAYCHECK";56.11;;"Homer Simpson"
"Cleared";1/18/1989 0:00:00;"WHOLE PAYCHECK";355.69;;"Homer Simpson"
"Cleared";11/5/1991 0:00:00;"KWIK-E-MART GAS";13.73;;"Homer Simpson"
"Cleared";3/30/1989 0:00:00;"WAVERLY HILLS FOODS";10.73;;"Homer Simpson"
"Cleared";4/1/1989 0:00:00;"GLOBEX";4.64;;"Homer Simpson"
"Cleared";4/2/1989 0:00:00;"WHOLE PAYCHECK";35.66;;"Homer Simpson"
"Cleared";4/6/1989 0:00:00;"WHOLE PAYCHECK";22.73;;"Homer Simpson"
"Cleared";4/6/1989 0:00:00;"TRY N' SAVE";6.35;;"Homer Simpson"
"Cleared";11/12/1991 0:00:00;"KWIK-E-MART GAS";23.46;;"Homer Simpson"
"Cleared";11/11/1991 0:00:00;"DOME DEPOT";4.45;;"Homer Simpson"
"Cleared";6/27/1990 0:00:00;"GARLICVILLE MARKET";5.73;;"Homer Simpson"
"Cleared";11/6/1991 0:00:00;"OGDENVILLE SOCCER";13.05;;"Homer Simpson"
"Cleared";12/1/1991 0:00:00;"TRY N' SAVE";30.04;;"Homer Simpson"
"Cleared";11/5/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";11/12/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";11/2/1991 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";7/23/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";6/26/1990 0:00:00;"GARLICVILLE MARKET";5.73;;"Homer Simpson"
"Cleared";7/13/1989 0:00:00;"OGDENVILLE PARKING";4.35;;"Homer Simpson"
"Cleared";10/30/1991 0:00:00;"WHOLE PAYCHECK";28.08;;"Homer Simpson"
"Cleared";10/30/1991 0:00:00;"KWIK-E-MART GAS";27.70;;"Homer Simpson"
"Cleared";7/28/1990 0:00:00;"KWIK-E-MART GAS";19.54;;"Homer Simpson"
"Cleared";7/28/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";4/23/1989 0:00:00;"GAMESTATION LIVE";55.92;;"Homer Simpson"
"Cleared";11/5/1991 0:00:00;"WHOLE PAYCHECK";130.00;;"Homer Simpson"
"Cleared";11/19/1991 0:00:00;"WHOLE PAYCHECK";7.30;;"Homer Simpson"
"Cleared";10/22/1991 0:00:00;"SHACK OF SIT";70.28;;"Homer Simpson"
"Cleared";7/17/1990 0:00:00;"WHOLE PAYCHECK";374.81;;"Homer Simpson"
"Cleared";7/17/1990 0:00:00;"WHOLE PAYCHECK";16.13;;"Homer Simpson"
"Cleared";11/26/1991 0:00:00;"KWIK-E-MART";2.68;;"Homer Simpson"
"Cleared";11/24/1991 0:00:00;"DUDLEY DO-DRUGS";1.42;;"Homer Simpson"
"Cleared";7/17/1990 0:00:00;"KWIK-E-MART GAS";18.74;;"Homer Simpson"
"Cleared";7/27/1990 0:00:00;"HINDENBURGER";11.11;;"Homer Simpson"
"Cleared";7/5/1990 0:00:00;"HUMBLETON MARKET";13.68;;"Homer Simpson"
"Cleared";3/21/1989 0:00:00;"KWIK-E-MART GAS";22.67;;"Homer Simpson"
"Cleared";3/30/1989 0:00:00;"WHOLE PAYCHECK";39.12;;"Homer Simpson"
"Cleared";11/20/1991 0:00:00;"SAM & ELLA’S PIZZA";29.17;;"Homer Simpson"
"Cleared";11/12/1991 0:00:00;"WHOLE PAYCHECK";;-57.77;"Homer Simpson"
"Cleared";7/2/1990 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";6/29/1990 0:00:00;"DAIRY GODMOTHER";32.30;;"Homer Simpson"
"Cleared";3/23/1989 0:00:00;"WHOLE PAYCHECK";16.70;;"Homer Simpson"
"Cleared";6/29/1990 0:00:00;"GARLICVILLE MARKET";15.80;;"Homer Simpson"
"Cleared";6/29/1990 0:00:00;"BAY AREA RAPID TRANSIT";48.72;;"Homer Simpson"
"Cleared";6/29/1990 0:00:00;"BAY AREA RAPID TRANSIT";21.14;;"Homer Simpson"
"Cleared";6/28/1990 0:00:00;"BAY AREA RAPID TRANSIT";65.25;;"Homer Simpson"
"Cleared";6/28/1990 0:00:00;"BAY AREA RAPID TRANSIT";5.65;;"Homer Simpson"
"Cleared";11/12/1991 0:00:00;"WHOLE PAYCHECK";74.56;;"Homer Simpson"
"Cleared";3/8/1989 0:00:00;"DUNDER MIFFLIN";5.22;;"Homer Simpson"
"Cleared";11/22/1991 0:00:00;"CHEESE CULTURE: A WHEY OF LIFE";16.93;;"Homer Simpson"
"Cleared";9/25/1990 0:00:00;"WHOLE PAYCHECK";70.10;;"Homer Simpson"
"Cleared";10/1/1990 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";9/18/1990 0:00:00;"WHOLE PAYCHECK";8.90;;"Homer Simpson"
"Cleared";9/19/1990 0:00:00;"HINDENBURGER";18.22;;"Homer Simpson"
"Cleared";3/9/1990 0:00:00;"WHOLE PAYCHECK";;-23.89;"Homer Simpson"
"Cleared";11/25/1990 0:00:00;"WHOLE PAYCHECK";8.90;;"Homer Simpson"
"Cleared";11/20/1989 0:00:00;"THE PRODIGY BARN";95.69;;"Homer Simpson"
"Cleared";3/6/1990 0:00:00;"WHOLE PAYCHECK";54.90;;"Homer Simpson"
"Cleared";3/6/1990 0:00:00;"WHOLE PAYCHECK";2.54;;"Homer Simpson"
"Cleared";12/2/1990 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";9/25/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";11/15/1989 0:00:00;"WHOLE PAYCHECK";70.55;;"Homer Simpson"
"Cleared";11/21/1990 0:00:00;"WHOLE PAYCHECK";2.34;;"Homer Simpson"
"Cleared";9/26/1990 0:00:00;"WHOLE PAYCHECK";;-34.46;"Homer Simpson"
"Cleared";9/26/1990 0:00:00;"WHOLE PAYCHECK";58.27;;"Homer Simpson"
"Cleared";11/20/1990 0:00:00;"WHOLE PAYCHECK";315.77;;"Homer Simpson"
"Cleared";11/20/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";11/20/1990 0:00:00;"TACOS WITHOUT BORDERS";19.72;;"Homer Simpson"
"Cleared";11/30/1989 0:00:00;"THE TEXAS CHEESECAKE DEPOSITORY";26.45;;"Homer Simpson"
"Cleared";8/21/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";3/2/1990 0:00:00;"GLOBEX";16.03;;"Homer Simpson"
"Cleared";11/1/1989 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";12/16/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";12/16/1990 0:00:00;"KWIK-E-MART GAS";14.57;;"Homer Simpson"
"Cleared";9/17/1990 0:00:00;"KWIK-E-MART GAS";22.02;;"Homer Simpson"
"Cleared";12/11/1990 0:00:00;"WHOLE PAYCHECK";7.16;;"Homer Simpson"
"Cleared";12/11/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";12/11/1990 0:00:00;"KWIK-E-MART GAS";11.36;;"Homer Simpson"
"Cleared";12/5/1990 0:00:00;"WHOLE PAYCHECK";37.27;;"Homer Simpson"
"Cleared";12/5/1990 0:00:00;"WHOLE PAYCHECK";2.34;;"Homer Simpson"
"Cleared";11/30/1990 0:00:00;"KWIK-E-MART GAS";20.35;;"Homer Simpson"
"Cleared";11/1/1989 0:00:00;"WHOLE PAYCHECK";342.49;;"Homer Simpson"
"Cleared";10/2/1990 0:00:00;"KWIK-E-MART GAS";18.66;;"Homer Simpson"
"Cleared";11/2/1989 0:00:00;"WHOLE PAYCHECK";;-326.25;"Homer Simpson"
"Cleared";11/2/1989 0:00:00;"WHOLE PAYCHECK";372.87;;"Homer Simpson"
"Cleared";11/2/1989 0:00:00;"OGDENVILLE SOCCER";21.75;;"Homer Simpson"
"Cleared";12/4/1990 0:00:00;"WHOLE PAYCHECK";107.34;;"Homer Simpson"
"Cleared";12/4/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";11/8/1989 0:00:00;"WHOLE PAYCHECK";2.54;;"Homer Simpson"
"Cleared";11/8/1989 0:00:00;"WHOLE PAYCHECK";96.91;;"Homer Simpson"
"Cleared";11/15/1989 0:00:00;"WHOLE PAYCHECK";1.27;;"Homer Simpson"
"Cleared";11/1/1989 0:00:00;"WHOLE PAYCHECK";2.54;;"Homer Simpson"
"Cleared";10/19/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";12/1/1989 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";2/14/1990 0:00:00;"WHOLE PAYCHECK";15.83;;"Homer Simpson"
"Cleared";1/17/1990 0:00:00;"KWIK-E-MART GAS";20.48;;"Homer Simpson"
"Cleared";1/17/1990 0:00:00;"WHOLE PAYCHECK";1.27;;"Homer Simpson"
"Cleared";1/17/1990 0:00:00;"WHOLE PAYCHECK";230.20;;"Homer Simpson"
"Cleared";10/12/1990 0:00:00;"KWIK-E-MART GAS";25.39;;"Homer Simpson"
"Cleared";2/4/1990 0:00:00;"KWIK-E-MART GAS";11.75;;"Homer Simpson"
"Cleared";10/20/1990 0:00:00;"JITTERS COFFEE";9.72;;"Homer Simpson"
"Cleared";1/3/1990 0:00:00;"WHOLE PAYCHECK";20.02;;"Homer Simpson"
"Cleared";10/19/1990 0:00:00;"WHOLE PAYCHECK";433.52;;"Homer Simpson"
"Cleared";1/3/1990 0:00:00;"WHOLE PAYCHECK";1.27;;"Homer Simpson"
"Cleared";10/19/1990 0:00:00;"KWIK-E-MART GAS";13.36;;"Homer Simpson"
"Cleared";1/24/1990 0:00:00;"KWIK-E-MART GAS";15.54;;"Homer Simpson"
"Cleared";1/24/1990 0:00:00;"WHOLE PAYCHECK";1.27;;"Homer Simpson"
"Cleared";1/24/1990 0:00:00;"WHOLE PAYCHECK";79.77;;"Homer Simpson"
"Cleared";10/18/1990 0:00:00;"COUNTER CULTURE RESTAURANT";39.61;;"Homer Simpson"
"Cleared";2/1/1990 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";10/15/1990 0:00:00;"KWIK-E-MART GAS";21.75;;"Homer Simpson"
"Cleared";1/31/1990 0:00:00;"WHOLE PAYCHECK";1.27;;"Homer Simpson"
"Cleared";2/1/1990 0:00:00;"JIMMY CHANGAS";36.76;;"Homer Simpson"
"Cleared";10/9/1990 0:00:00;"WHOLE PAYCHECK";24.77;;"Homer Simpson"
"Cleared";10/2/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";11/17/1990 0:00:00;"WHOLE PAYCHECK";92.13;;"Homer Simpson"
"Cleared";11/17/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";11/17/1990 0:00:00;"WHOLE PAYCHECK";152.06;;"Homer Simpson"
"Cleared";11/17/1990 0:00:00;"KWIK-E-MART GAS";19.78;;"Homer Simpson"
"Cleared";10/2/1990 0:00:00;"WHOLE PAYCHECK";64.66;;"Homer Simpson"
"Cleared";11/11/1990 0:00:00;"WHOLE PAYCHECK";356.39;;"Homer Simpson"
"Cleared";11/11/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";1/9/1990 0:00:00;"KWIK-E-MART GAS";19.86;;"Homer Simpson"
"Cleared";10/9/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";10/19/1989 0:00:00;"NOODLES PHO U";22.58;;"Homer Simpson"
"Cleared";10/10/1990 0:00:00;"KWIK-E-MART GAS";19.89;;"Homer Simpson"
"Cleared";10/10/1990 0:00:00;"WHOLE PAYCHECK";1.69;;"Homer Simpson"
"Cleared";11/2/1990 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";11/2/1990 0:00:00;"WHOLE PAYCHECK";54.47;;"Homer Simpson"
"Cleared";11/2/1990 0:00:00;"KWIK-E-MART GAS";19.32;;"Homer Simpson"
"Cleared";1/1/1990 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";1/2/1990 0:00:00;"ETHNICTOWN MARKET";6.39;;"Homer Simpson"
"Cleared";10/10/1990 0:00:00;"WHOLE PAYCHECK";28.08;;"Homer Simpson"
"Cleared";10/7/1990 0:00:00;"WHOLE PAYCHECK";7.02;;"Homer Simpson"
"Cleared";6/28/1991 0:00:00;"SIMPSON FUN CYCLES";38.28;;"Homer Simpson"
"Cleared";10/20/1989 0:00:00;"HUMBLETON PARKING";25.23;;"Homer Simpson"
"Cleared";7/10/1991 0:00:00;"LAKE SPRINGFIELD STATE PARK";8.70;;"Homer Simpson"
"Cleared";7/10/1991 0:00:00;"WHOLE PAYCHECK";18.76;;"Homer Simpson"
"Cleared";7/10/1991 0:00:00;"WHOLE PAYCHECK";9.06;;"Homer Simpson"
"Cleared";7/2/1991 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";7/1/1991 0:00:00;"BAY AREA RAPID TRANSIT";177.48;;"Homer Simpson"
"Cleared";8/2/1989 0:00:00;"THE TEXAS CHEESECAKE DEPOSITORY";12.24;;"Homer Simpson"
"Cleared";8/2/1989 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";7/12/1991 0:00:00;"STATE UNIVERSITY PARKING";8.06;;"Homer Simpson"
"Cleared";6/30/1991 0:00:00;"BAY AREA RAPID TRANSIT";41.76;;"Homer Simpson"
"Cleared";7/12/1991 0:00:00;"STATE UNIVERSITY PARKING";11.94;;"Homer Simpson"
"Cleared";6/27/1991 0:00:00;"LORD OF THE WINGS";18.40;;"Homer Simpson"
"Cleared";6/25/1991 0:00:00;"KWIK-E-MART GAS";26.12;;"Homer Simpson"
"Cleared";8/17/1989 0:00:00;"WHOLE PAYCHECK";252.85;;"Homer Simpson"
"Cleared";6/18/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";6/18/1991 0:00:00;"KWIK-E-MART GAS";21.70;;"Homer Simpson"
"Cleared";8/22/1990 0:00:00;"HINDENBURGER";12.91;;"Homer Simpson"
"Cleared";8/25/1990 0:00:00;"KWIK-E-MART GAS";23.28;;"Homer Simpson"
"Cleared";6/12/1991 0:00:00;"WHOLE PAYCHECK";25.12;;"Homer Simpson"
"Cleared";8/9/1989 0:00:00;"KWIK-E-MART GAS";24.69;;"Homer Simpson"
"Cleared";7/31/1991 0:00:00;"KWIK-E-MART GAS";35.03;;"Homer Simpson"
"Cleared";8/13/1991 0:00:00;"KWIK-E-MART GAS";29.98;;"Homer Simpson"
"Cleared";8/11/1991 0:00:00;"KWIK-E-MART GAS";60.91;;"Homer Simpson"
"Cleared";8/6/1991 0:00:00;"WHOLE PAYCHECK";99.46;;"Homer Simpson"
"Cleared";7/19/1989 0:00:00;"KWIK-E-MART GAS";9.14;;"Homer Simpson"
"Cleared";7/19/1989 0:00:00;"WHOLE PAYCHECK";43.48;;"Homer Simpson"
"Cleared";8/6/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";1/1/1989 0:00:00;"GLOBEX";4.64;;"Homer Simpson"
"Cleared";5/11/1990 0:00:00;"WHOLE PAYCHECK";354.76;;"Homer Simpson"
"Cleared";7/11/1991 0:00:00;"KWIK-E-MART GAS";34.16;;"Homer Simpson"
"Cleared";7/31/1991 0:00:00;"WHOLE PAYCHECK";316.45;;"Homer Simpson"
"Cleared";8/26/1990 0:00:00;"TOMMY HILLCLIMBER";22.35;;"Homer Simpson"
"Cleared";5/1/1990 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";12/26/1990 0:00:00;"GAMESTATION LIVE";35.67;;"Homer Simpson"
"Cleared";7/23/1991 0:00:00;"WHOLE PAYCHECK";7.60;;"Homer Simpson"
"Cleared";10/15/1990 0:00:00;"WHOLE PAYCHECK";8.86;;"Homer Simpson"
"Cleared";7/23/1991 0:00:00;"KWIK-E-MART GAS";29.10;;"Homer Simpson"
"Cleared";7/14/1991 0:00:00;"SPRINGFIELD PARK & PAY";6.09;;"Homer Simpson"
"Cleared";7/14/1991 0:00:00;"SPRINGFIELD BAKERY";17.69;;"Homer Simpson"
"Cleared";7/13/1991 0:00:00;"SPRINGFIELD REDWOODS";8.70;;"Homer Simpson"
"Cleared";8/2/1991 0:00:00;"GLOBEX";5.59;;"Homer Simpson"
"Cleared";3/21/1990 0:00:00;"TRY N' SAVE";100.27;;"Homer Simpson"
"Cleared";4/23/1991 0:00:00;"WHOLE PAYCHECK";;-15.83;"Homer Simpson"
"Cleared";12/31/1990 0:00:00;"DOME DEPOT";4.64;;"Homer Simpson"
"Cleared";9/11/1990 0:00:00;"WHOLE PAYCHECK";8.90;;"Homer Simpson"
"Cleared";12/29/1990 0:00:00;"WHOLE PAYCHECK";57.93;;"Homer Simpson"
"Cleared";12/29/1990 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";12/29/1990 0:00:00;"WHOLE PAYCHECK";;-5.81;"Homer Simpson"
"Cleared";12/29/1990 0:00:00;"KWIK-E-MART GAS";15.01;;"Homer Simpson"
"Cleared";12/27/1990 0:00:00;"GAMESTATION LIVE";3.07;;"Homer Simpson"
"Cleared";6/4/1991 0:00:00;"WHOLE PAYCHECK";4.68;;"Homer Simpson"
"Cleared";7/25/1990 0:00:00;"KRUSTY BURGER";20.01;;"Homer Simpson"
"Cleared";9/20/1989 0:00:00;"WHOLE PAYCHECK";137.74;;"Homer Simpson"
"Cleared";12/21/1990 0:00:00;"WHOLE PAYCHECK";133.74;;"Homer Simpson"
