"Date","Description","Card Member","Account .","Amount","Category"
7/19/1991 0:00:00,"SPRINGFIELD HIGH SCHOOL","MARGE SIMPSON",-80942.00,339.30,"Other-Education"
7/20/1989 0:00:00,"KRUSTY BURGER","HOMER SIMPSON",-80934.00,21.14,"Restaurant-Bar & Café"
7/20/1989 0:00:00,"GARLICVILLE GAS","HOMER SIMPSON",-80934.00,20.28,"Transportation-Fuel"
7/20/1989 0:00:00,"GREATFUL BREAD","HOMER SIMPSON",-80934.00,11.17,"Restaurant-Bar & Café"
7/20/1990 0:00:00,"FOOL LOCKER","MARGE SIMPSON",-80942.00,-9.10,"Merchandise & Supplies-Clothing Stores"
7/20/1991 0:00:00,"SOME OF THAT JAZZ","MARGE SIMPSON",-80942.00,17.40,"Other-Education"
7/21/1990 0:00:00,"PAYMENT","HOMER SIMPSON",-80934.00,-111.23,""
7/21/1991 0:00:00,"PAYMENT","HOMER SIMPSON",-80934.00,-3857.71,""
7/21/1991 0:00:00,"ABERCROMBIE & THE OTHER GUY","MARGE SIMPSON",-80942.00,149.29,"Merchandise & Supplies-Clothing Stores"
7/21/1991 0:00:00,"THINGS UNNECESSARY","MARGE SIMPSON",-80942.00,90.49,"Merchandise & Supplies-Wholesale Stores"
7/21/1991 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,33.77,"Merchandise & Supplies-Internet Purchase"
7/22/1989 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,39.50,"Transportation-Fuel"
7/23/1989 0:00:00,"PASSMORE GAS","HOMER SIMPSON",-80934.00,10.53,"Transportation-Fuel"
7/23/1989 0:00:00,"PASSMORE GAS","HOMER SIMPSON",-80934.00,13.86,"Transportation-Fuel"
7/23/1991 0:00:00,"TACOS WITHOUT BORDERS","MARGE SIMPSON",-80942.00,16.91,"Restaurant-Restaurant"
7/23/1991 0:00:00,"SMALL FRYE'S BOUTIQUE","HOMER SIMPSON",-80934.00,41.94,"Merchandise & Supplies-Clothing Stores"
7/23/1991 0:00:00,"SMALL FRYE'S BOUTIQUE","HOMER SIMPSON",-80934.00,153.79,"Merchandise & Supplies-Clothing Stores"
7/23/1991 0:00:00,"SPRINGFIELD SUN","MARGE SIMPSON",-80942.00,102.54,"Merchandise & Supplies-Internet Purchase"
7/24/1989 0:00:00,"CITY OF SPRINGFIELD","HOMER SIMPSON",-80934.00,95.11,"Other-Government Services"
7/24/1989 0:00:00,"THE RIGHT TO BARE ARMS","MARGE SIMPSON",-80942.00,34.80,"Other-Education"
7/24/1989 0:00:00,"BUNS N’ ROSES","HOMER SIMPSON",-80934.00,7.89,"Restaurant-Restaurant"
7/24/1990 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,21.75,"Merchandise & Supplies-Internet Purchase"
7/24/1990 0:00:00,"CITY OF SPRINGFIELD","HOMER SIMPSON",-80934.00,131.58,"Other-Government Services"
7/24/1990 0:00:00,"HINDENBURGER","HOMER SIMPSON",-80934.00,19.27,"Restaurant-Restaurant"
7/24/1991 0:00:00,"NOISELAND ARCADE","HOMER SIMPSON",-80934.00,63.02,"Entertainment-Theme Parks"
7/24/1991 0:00:00,"CITY OF SPRINGFIELD","HOMER SIMPSON",-80934.00,127.81,"Other-Government Services"
7/24/1991 0:00:00,"HINDENBURGER","HOMER SIMPSON",-80934.00,26.80,"Restaurant-Restaurant"
7/25/1989 0:00:00,"PASSMORE GAS","HOMER SIMPSON",-80934.00,7.22,"Transportation-Fuel"
7/25/1989 0:00:00,"KWIK-E-MART","HOMER SIMPSON",-80934.00,17.47,"Merchandise & Supplies-Groceries"
7/26/1989 0:00:00,"OGDENVILLE CAMPING","HOMER SIMPSON",-80934.00,55.93,"Travel-Lodging"
7/26/1989 0:00:00,"ASIA DE CUBA","MARGE SIMPSON",-80942.00,69.54,"Restaurant-Restaurant"
7/26/1991 0:00:00,"AMERICAN VULTURE","MARGE SIMPSON",-80942.00,186.38,"Merchandise & Supplies-Clothing Stores"
7/27/1989 0:00:00,"NOTORIOUS P.I.G. BBQ","HOMER SIMPSON",-80934.00,28.01,"Restaurant-Restaurant"
7/27/1989 0:00:00,"CURL UP & DYE SALON","MARGE SIMPSON",-80942.00,77.21,"Merchandise & Supplies-Department Stores"
7/27/1989 0:00:00,"THE SPRINGFIELD ATOMS","MARGE SIMPSON",-80942.00,90.24,"Merchandise & Supplies-General Retail"
7/27/1989 0:00:00,"GAS 'N' GULP","HOMER SIMPSON",-80934.00,23.48,"Transportation-Fuel"
7/27/1989 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,83.83,"Merchandise & Supplies-Wholesale Stores"
7/27/1990 0:00:00,"TACO BELLEVUE HOSPITAL","MARGE SIMPSON",-80942.00,166.33,"Business Services-Health Care Services"
7/27/1990 0:00:00,"FEES","HOMER SIMPSON",-80934.00,2.50,"Fees & Adjustments-Fees & Adjustments"
7/27/1990 0:00:00,"FEES","HOMER SIMPSON",-80934.00,9.09,"Fees & Adjustments-Fees & Adjustments"
7/27/1990 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,36.31,"Transportation-Fuel"
7/27/1990 0:00:00,"GREATFUL BREAD","MARGE SIMPSON",-80942.00,3.98,"Restaurant-Bar & Café"
7/27/1991 0:00:00,"DISCO STU'S BELT BUCKLE","MARGE SIMPSON",-80942.00,36.33,"Merchandise & Supplies-Clothing Stores"
7/27/1991 0:00:00,"REEL SEAFOOD GRILL","MARGE SIMPSON",-80942.00,10.35,"Restaurant-Restaurant"
7/27/1991 0:00:00,"SMALL FRYE'S BOUTIQUE","MARGE SIMPSON",-80942.00,13.99,"Merchandise & Supplies-Clothing Stores"
7/27/1991 0:00:00,"SMALL FRYE'S BOUTIQUE","HOMER SIMPSON",-80934.00,-79.23,"Merchandise & Supplies-Clothing Stores"
7/27/1991 0:00:00,"FEES","HOMER SIMPSON",-80934.00,9.09,"Fees & Adjustments-Fees & Adjustments"
7/27/1991 0:00:00,"VICTORS SECRET","MARGE SIMPSON",-80942.00,50.39,"Merchandise & Supplies-Clothing Stores"
7/28/1989 0:00:00,"BREAD PITT","HOMER SIMPSON",-80934.00,9.32,"Merchandise & Supplies-Groceries"
7/28/1989 0:00:00,"TACO BELLEVUE HOSPITAL","MARGE SIMPSON",-80942.00,163.56,"Business Services-Health Care Services"
7/28/1990 0:00:00,"PASSMORE GAS","HOMER SIMPSON",-80934.00,4.10,"Transportation-Fuel"
7/28/1990 0:00:00,"ABERCROMBIE & THE OTHER GUY","MARGE SIMPSON",-80942.00,118.50,"Merchandise & Supplies-Clothing Stores"
7/28/1990 0:00:00,"TACOS WITHOUT BORDERS","MARGE SIMPSON",-80942.00,20.19,"Restaurant-Bar & Café"
7/28/1991 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,92.50,"Merchandise & Supplies-Internet Purchase"
7/28/1991 0:00:00,"TACO BELLEVUE HOSPITAL","MARGE SIMPSON",-80942.00,156.26,"Business Services-Health Care Services"
7/28/1991 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,55.68,"Merchandise & Supplies-Groceries"
7/28/1991 0:00:00,"DUDLEY DO-DRUGS","MARGE SIMPSON",-80942.00,7.43,"Merchandise & Supplies-Pharmacies"
7/29/1989 0:00:00,"DISH NOT WORK","HOMER SIMPSON",-80934.00,167.68,"Communications-Cable & Internet Comm"
7/29/1989 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,52.68,"Merchandise & Supplies-Groceries"
7/29/1989 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,23.47,"Transportation-Fuel"
7/29/1990 0:00:00,"PASSMORE GAS","HOMER SIMPSON",-80934.00,4.10,"Transportation-Fuel"
7/29/1990 0:00:00,"DISH NOT WORK","HOMER SIMPSON",-80934.00,172.84,"Communications-Cable & Internet Comm"
7/29/1990 0:00:00,"THE WURST PLACE","MARGE SIMPSON",-80942.00,13.62,"Restaurant-Bar & Café"
7/29/1990 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,65.98,"Merchandise & Supplies-Groceries"
7/29/1990 0:00:00,"ABERCROMBIE & THE OTHER GUY","MARGE SIMPSON",-80942.00,112.89,"Merchandise & Supplies-Clothing Stores"
7/29/1990 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,139.03,"Merchandise & Supplies-Wholesale Stores"
7/29/1990 0:00:00,"SPRINGFIELD HIGH SCHOOL","MARGE SIMPSON",-80942.00,252.30,"Other-Education"
7/29/1991 0:00:00,"DISH NOT WORK","HOMER SIMPSON",-80934.00,52.20,"Communications-Cable & Internet Comm"
7/29/1991 0:00:00,"COMPLETE AND PUTTER MADNESS","MARGE SIMPSON",-80942.00,10.44,"Other-Charities"
7/30/1989 0:00:00,"AMERICAN VULTURE","MARGE SIMPSON",-80942.00,16.77,"Merchandise & Supplies-Clothing Stores"
7/30/1989 0:00:00,"GOOGOLPLEX THEATRES","MARGE SIMPSON",-80942.00,17.01,"Entertainment-Theatrical Events"
7/30/1989 0:00:00,"SOME OF THAT JAZZ","MARGE SIMPSON",-80942.00,17.40,"Merchandise & Supplies-Computer Supplies"
7/30/1989 0:00:00,"THINGS UNNECESSARY","MARGE SIMPSON",-80942.00,16.77,"Merchandise & Supplies-Wholesale Stores"
7/30/1989 0:00:00,"VICTORS SECRET","MARGE SIMPSON",-80942.00,37.27,"Merchandise & Supplies-Clothing Stores"
7/30/1991 0:00:00,"OGDENVILLE CAMPING","HOMER SIMPSON",-80934.00,18.64,"Travel-Lodging"
7/30/1991 0:00:00,"TACOS WITHOUT BORDERS","MARGE SIMPSON",-80942.00,25.55,"Restaurant-Restaurant"
7/30/1991 0:00:00,"HINDENBURGER","HOMER SIMPSON",-80934.00,13.54,"Restaurant-Restaurant"
7/30/1991 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,84.23,"Merchandise & Supplies-Internet Purchase"
7/31/1989 0:00:00,"JITTERS COFFEE","MARGE SIMPSON",-80942.00,17.84,"Restaurant-Bar & Café"
7/31/1991 0:00:00,"KRUSTY BURGER","HOMER SIMPSON",-80934.00,37.14,"Restaurant-Bar & Café"
7/31/1991 0:00:00,"KWIK-E-MART","HOMER SIMPSON",-80934.00,32.66,"Merchandise & Supplies-Groceries"
7/31/1991 0:00:00,"SPRINGFIELD PARTYLAND","MARGE SIMPSON",-80942.00,49.13,"Entertainment-Other Entertainment"
8/1/1989 0:00:00,"SEMI-PAINLESS DENTISTRY","MARGE SIMPSON",-80942.00,361.13,"Business Services-Health Care Services"
8/1/1989 0:00:00,"STENCHBURG OIL","HOMER SIMPSON",-80934.00,6.02,"Transportation-Fuel"
8/1/1989 0:00:00,"SOME OF THAT JAZZ","MARGE SIMPSON",-80942.00,175.74,"Merchandise & Supplies-Computer Supplies"
8/1/1989 0:00:00,"PUNCHLINE JUICE BAR","MARGE SIMPSON",-80942.00,3.75,"Restaurant-Bar & Café"
8/1/1989 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,41.83,"Transportation-Fuel"
8/1/1990 0:00:00,"TECH IT EASY","MARGE SIMPSON",-80942.00,26.54,"Merchandise & Supplies-General Retail"
8/1/1990 0:00:00,"KRUSTY BURGER","MARGE SIMPSON",-80942.00,32.72,"Restaurant-Bar & Café"
8/1/1990 0:00:00,"HICKTON MARKET","HOMER SIMPSON",-80934.00,10.84,"Merchandise & Supplies-Groceries"
8/1/1990 0:00:00,"BLOCKO LAND","MARGE SIMPSON",-80942.00,115.74,"Merchandise & Supplies-Internet Purchase"
8/1/1990 0:00:00,"TACOS WITHOUT BORDERS","HOMER SIMPSON",-80934.00,20.19,"Restaurant-Bar & Café"
8/1/1990 0:00:00,"THORASSIC PARK","MARGE SIMPSON",-80942.00,73.95,"Business Services-Health Care Services"
8/1/1990 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,22.21,"Merchandise & Supplies-Internet Purchase"
8/1/1991 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,18.90,"Merchandise & Supplies-Internet Purchase"
8/1/1991 0:00:00,"ZOVUVAZZ","MARGE SIMPSON",-80942.00,41.05,"Communications-Telephone Comm"
8/1/1991 0:00:00,"SPRINGFIELD PARK & PAY","HOMER SIMPSON",-80934.00,7.87,"Other-Government Services"
8/1/1991 0:00:00,"GOLD NAVY","MARGE SIMPSON",-80942.00,52.90,"Merchandise & Supplies-Internet Purchase"
8/1/1991 0:00:00,"SOME OF THAT JAZZ","MARGE SIMPSON",-80942.00,122.76,"Other-Education"
8/2/1989 0:00:00,"NOTORIOUS P.I.G. BBQ","HOMER SIMPSON",-80934.00,24.44,"Restaurant-Restaurant"
8/2/1989 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,3.70,"Merchandise & Supplies-Internet Purchase"
8/2/1991 0:00:00,"ABERCROMBIE & THE OTHER GUY","MARGE SIMPSON",-80942.00,107.86,"Merchandise & Supplies-Clothing Stores"
8/2/1991 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,213.92,"Merchandise & Supplies-Wholesale Stores"
8/2/1991 0:00:00,"SPRINGFIELD HIGH SCHOOL","MARGE SIMPSON",-80942.00,261.00,"Other-Education"
8/3/1989 0:00:00,"AMERICAN VULTURE","MARGE SIMPSON",-80942.00,139.29,"Merchandise & Supplies-Clothing Stores"
8/3/1989 0:00:00,"PASSMORE GAS","HOMER SIMPSON",-80934.00,16.62,"Transportation-Fuel"
8/3/1989 0:00:00,"BUNS N’ ROSES","HOMER SIMPSON",-80934.00,9.20,"Restaurant-Restaurant"
8/3/1989 0:00:00,"KRUSTY BURGER","MARGE SIMPSON",-80942.00,19.34,"Restaurant-Restaurant"
8/3/1990 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,70.61,"Merchandise & Supplies-Groceries"
8/3/1990 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,148.50,"Merchandise & Supplies-Wholesale Stores"
8/3/1991 0:00:00,"AMERICAN VULTURE","MARGE SIMPSON",-80942.00,99.66,"Merchandise & Supplies-Clothing Stores"
8/3/1991 0:00:00,"TACOS WITHOUT BORDERS","MARGE SIMPSON",-80942.00,21.14,"Restaurant-Restaurant"
8/3/1991 0:00:00,"SPRINGFIELD MIDDLE SCHOOL","MARGE SIMPSON",-80942.00,107.01,"Other-Education"
8/3/1991 0:00:00,"TOMMY HILLCLIMBER","MARGE SIMPSON",-80942.00,238.11,"Merchandise & Supplies-Clothing Stores"
8/3/1991 0:00:00,"SPRINGFIELD HIGH SCHOOL","MARGE SIMPSON",-80942.00,291.45,"Other-Education"
8/4/1990 0:00:00,"GOLD NAVY","MARGE SIMPSON",-80942.00,59.92,"Merchandise & Supplies-Internet Purchase"
8/4/1991 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,13.04,"Merchandise & Supplies-Internet Purchase"
8/4/1991 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,4.65,"Merchandise & Supplies-Internet Purchase"
8/4/1991 0:00:00,"HAIRY SHEARERS","MARGE SIMPSON",-80942.00,15.57,"Merchandise & Supplies-Department Stores"
8/5/1989 0:00:00,"VERTEBREAKER","MARGE SIMPSON",-80942.00,27.97,"Entertainment-Associations"
8/5/1989 0:00:00,"NORTH HAVERBROOK CITY","MARGE SIMPSON",-80942.00,7.83,"Restaurant-Bar & Café"
8/5/1990 0:00:00,"AMERICAN VULTURE","MARGE SIMPSON",-80942.00,144.41,"Merchandise & Supplies-Clothing Stores"
8/5/1990 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,63.94,"Merchandise & Supplies-Internet Purchase"
8/5/1990 0:00:00,"AUSTIN FLOWERS","MARGE SIMPSON",-80942.00,34.79,"Entertainment-Associations"
8/5/1990 0:00:00,"TRY N' SAVE","HOMER SIMPSON",-80934.00,14.77,"Merchandise & Supplies-Wholesale Stores"
8/5/1990 0:00:00,"TRY N' SAVE","HOMER SIMPSON",-80934.00,24.11,"Merchandise & Supplies-Wholesale Stores"
8/6/1989 0:00:00,"PASSMORE GAS","HOMER SIMPSON",-80934.00,3.12,"Transportation-Fuel"
8/6/1989 0:00:00,"KRUSTY BURGER","MARGE SIMPSON",-80942.00,9.10,"Restaurant-Restaurant"
8/6/1989 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,32.31,"Merchandise & Supplies-Groceries"
8/6/1989 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,73.61,"Merchandise & Supplies-Wholesale Stores"
8/6/1990 0:00:00,"JAVA THE HUT","MARGE SIMPSON",-80942.00,11.34,"Merchandise & Supplies-Groceries"
8/6/1991 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,43.07,"Merchandise & Supplies-Internet Purchase"
8/6/1991 0:00:00,"THE SHARPER MARK-UP","HOMER SIMPSON",-80934.00,60.43,"Merchandise & Supplies-Sporting Goods Stores"
8/6/1991 0:00:00,"THE WURST PLACE","MARGE SIMPSON",-80942.00,15.03,"Restaurant-Bar & Café"
8/7/1989 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,35.45,"Communications-Telephone Comm"
8/7/1989 0:00:00,"SPRINGFIELD MIDDLE SCHOOL","MARGE SIMPSON",-80942.00,130.50,"Other-Education"
8/7/1989 0:00:00,"COSTMO","MARGE SIMPSON",-80942.00,56.38,"Merchandise & Supplies-Mail Order"
8/7/1990 0:00:00,"THE SLAUGHTERHOUSE","HOMER SIMPSON",-80934.00,12.19,"Restaurant-Restaurant"
8/7/1990 0:00:00,"TACOS WITHOUT BORDERS","MARGE SIMPSON",-80942.00,16.44,"Restaurant-Restaurant"
8/7/1990 0:00:00,"GARBAGE ISLAND RESORT","MARGE SIMPSON",-80942.00,58.51,"Entertainment-General Attractions"
8/7/1991 0:00:00,"HINDENBURGER","MARGE SIMPSON",-80942.00,26.80,"Restaurant-Restaurant"
8/8/1989 0:00:00,"STENCHBURG OIL","HOMER SIMPSON",-80934.00,7.49,"Transportation-Fuel"
8/8/1990 0:00:00,"KRUSTY BURGER","HOMER SIMPSON",-80934.00,32.24,"Restaurant-Bar & Café"
8/8/1990 0:00:00,"KWIK-E-MART","HOMER SIMPSON",-80934.00,29.77,"Merchandise & Supplies-Groceries"
8/8/1990 0:00:00,"LINENS-N-SUCH","MARGE SIMPSON",-80942.00,18.61,"Merchandise & Supplies-Clothing Stores"
8/8/1991 0:00:00,"SOME OF THAT JAZZ","MARGE SIMPSON",-80942.00,13.44,"Other-Education"
8/8/1991 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,32.71,"Merchandise & Supplies-Internet Purchase"
8/9/1989 0:00:00,"AMERICAN VULTURE","MARGE SIMPSON",-80942.00,-27.91,"Merchandise & Supplies-Clothing Stores"
8/9/1989 0:00:00,"ZOVUVAZZ","MARGE SIMPSON",-80942.00,256.04,"Communications-Mobile Telecom"
8/9/1989 0:00:00,"BREAD PITT","MARGE SIMPSON",-80942.00,12.11,"Merchandise & Supplies-Groceries"
8/9/1989 0:00:00,"SPRUBWAY","HOMER SIMPSON",-80934.00,9.48,"Restaurant-Bar & Café"
8/9/1989 0:00:00,"PUNCHLINE JUICE BAR","MARGE SIMPSON",-80942.00,4.41,"Restaurant-Bar & Café"
8/9/1989 0:00:00,"JUAN IN A MILLION","HOMER SIMPSON",-80934.00,33.01,"Restaurant-Restaurant"
8/9/1989 0:00:00,"TOMMY HILLCLIMBER","MARGE SIMPSON",-80942.00,29.35,"Merchandise & Supplies-Clothing Stores"
8/9/1989 0:00:00,"TOMMY HILLCLIMBER","MARGE SIMPSON",-80942.00,53.82,"Merchandise & Supplies-Internet Purchase"
8/9/1990 0:00:00,"ZOVUVAZZ","MARGE SIMPSON",-80942.00,257.08,"Communications-Mobile Telecom"
8/9/1991 0:00:00,"ZOVUVAZZ","MARGE SIMPSON",-80942.00,415.03,"Communications-Mobile Telecom"
8/9/1991 0:00:00,"LOCAL SKI LODGE","MARGE SIMPSON",-80942.00,186.63,"Travel-Lodging"
8/10/1989 0:00:00,"NOTORIOUS P.I.G. BBQ","HOMER SIMPSON",-80934.00,43.28,"Restaurant-Restaurant"
8/10/1989 0:00:00,"GREATFUL BREAD","MARGE SIMPSON",-80942.00,8.93,"Restaurant-Bar & Café"
8/10/1990 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,32.54,"Communications-Telephone Comm"
8/10/1991 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,32.54,"Communications-Telephone Comm"
8/11/1989 0:00:00,"PUNCHLINE JUICE BAR","HOMER SIMPSON",-80934.00,10.70,"Restaurant-Bar & Café"
8/11/1990 0:00:00,"TRY N' SAVE","HOMER SIMPSON",-80934.00,4.55,"Merchandise & Supplies-Wholesale Stores"
8/11/1991 0:00:00,"KWIK-E-MART","HOMER SIMPSON",-80934.00,47.69,"Merchandise & Supplies-Groceries"
8/12/1989 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,38.01,"Transportation-Fuel"
8/12/1990 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,34.37,"Merchandise & Supplies-Internet Purchase"
8/12/1990 0:00:00,"HINDENBURGER","MARGE SIMPSON",-80942.00,8.64,"Restaurant-Restaurant"
8/12/1990 0:00:00,"GAS 'N' GULP","MARGE SIMPSON",-80942.00,22.92,"Transportation-Fuel"
8/12/1991 0:00:00,"TACOS WITHOUT BORDERS","MARGE SIMPSON",-80942.00,16.99,"Restaurant-Restaurant"
8/12/1991 0:00:00,"PUNCHLINE JUICE BAR","MARGE SIMPSON",-80942.00,7.14,"Restaurant-Bar & Café"
8/12/1991 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,68.24,"Merchandise & Supplies-Groceries"
8/13/1989 0:00:00,"MUCH ADO ABOUT MUFFINS","MARGE SIMPSON",-80942.00,9.00,"Restaurant-Bar & Café"
8/13/1989 0:00:00,"H2WHOA","MARGE SIMPSON",-80942.00,1.87,"Entertainment-Theme Parks"
8/13/1989 0:00:00,"H2WHOA","MARGE SIMPSON",-80942.00,16.41,"Entertainment-Theme Parks"
8/13/1989 0:00:00,"H2WHOA","MARGE SIMPSON",-80942.00,41.09,"Entertainment-Theme Parks"
8/13/1989 0:00:00,"THE RIGHT TO BARE ARMS","MARGE SIMPSON",-80942.00,65.68,"Other-Education"
8/13/1989 0:00:00,"KWIK-E-MART","HOMER SIMPSON",-80934.00,5.81,"Merchandise & Supplies-Groceries"
8/13/1989 0:00:00,"THINGS UNNECESSARY","MARGE SIMPSON",-80942.00,21.42,"Merchandise & Supplies-Internet Purchase"
8/13/1990 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,21.14,"Merchandise & Supplies-Groceries"
8/13/1990 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,58.93,"Merchandise & Supplies-Wholesale Stores"
8/13/1991 0:00:00,"SPRINGFIELD HIGHSCHOOL DEVICE","MARGE SIMPSON",-80942.00,21.75,"Business Services-Insurance Services"
8/13/1991 0:00:00,"HINDENBURGER","HOMER SIMPSON",-80934.00,26.80,"Restaurant-Restaurant"
8/13/1991 0:00:00,"NOTHANKS VENDING","MARGE SIMPSON",-80942.00,5.22,"Restaurant-Bar & Café"
8/13/1991 0:00:00,"BOX CAR PIZZA","HOMER SIMPSON",-80934.00,23.07,"Travel-Lodging"
8/14/1989 0:00:00,"KWIK-E-MART","MARGE SIMPSON",-80942.00,58.75,"Merchandise & Supplies-Groceries"
8/14/1990 0:00:00,"CROUCHING TIGER HIDDEN EGGROLL","MARGE SIMPSON",-80942.00,28.24,"Restaurant-Bar & Café"
8/14/1990 0:00:00,"ABERCROMBIE & THE OTHER GUY","MARGE SIMPSON",-80942.00,68.11,"Merchandise & Supplies-Clothing Stores"
8/14/1990 0:00:00,"OINKADOODLEMOO SMOKY BBQ","MARGE SIMPSON",-80942.00,46.04,"Merchandise & Supplies-Internet Purchase"
8/14/1991 0:00:00,"WELLNESS FOODS","HOMER SIMPSON",-80934.00,23.17,"Merchandise & Supplies-Groceries"
8/14/1991 0:00:00,"HINDENBURGER","HOMER SIMPSON",-80934.00,-4.35,"Restaurant-Restaurant"
8/14/1991 0:00:00,"OGDENVILLE PARTYLAND","MARGE SIMPSON",-80942.00,32.12,"Merchandise & Supplies-Wholesale Stores"
8/14/1991 0:00:00,"TRY N' SAVE","HOMER SIMPSON",-80934.00,30.24,"Merchandise & Supplies-Wholesale Stores"
8/15/1989 0:00:00,"SPRINGFIELD MALL","MARGE SIMPSON",-80942.00,26.08,"Merchandise & Supplies-Internet Purchase"
8/15/1989 0:00:00,"STENCHBURG OIL","HOMER SIMPSON",-80934.00,6.36,"Transportation-Fuel"
8/15/1989 0:00:00,"VERTEBREAKER","MARGE SIMPSON",-80942.00,27.97,"Entertainment-Associations"
8/15/1989 0:00:00,"GET IT STRAIGHT ORTHODONTICS","MARGE SIMPSON",-80942.00,150.51,"Business Services-Health Care Services"
8/15/1989 0:00:00,"SOME OF THAT JAZZ","MARGE SIMPSON",-80942.00,253.17,"Merchandise & Supplies-Computer Supplies"
8/15/1989 0:00:00,"GREATFUL BREAD","MARGE SIMPSON",-80942.00,7.37,"Restaurant-Bar & Café"
8/15/1990 0:00:00,"KRUSTY BURGER","HOMER SIMPSON",-80934.00,31.76,"Restaurant-Bar & Café"
8/15/1990 0:00:00,"SOME OF THAT JAZZ","MARGE SIMPSON",-80942.00,64.81,"Merchandise & Supplies-Computer Supplies"
8/15/1990 0:00:00,"SPRINGFIELD PARTYLAND","HOMER SIMPSON",-80934.00,1.61,"Entertainment-Other Entertainment"
8/15/1991 0:00:00,"NOTORIOUS P.I.G. BBQ","MARGE SIMPSON",-80942.00,129.31,"Other-Miscellaneous"
8/15/1991 0:00:00,"SOME OF THAT JAZZ","MARGE SIMPSON",-80942.00,60.83,"Other-Education"
8/16/1989 0:00:00,"PAYMENT","MARGE SIMPSON",-80942.00,-3871.50,""
8/16/1989 0:00:00,"WAGE GAP","MARGE SIMPSON",-80942.00,50.22,"Merchandise & Supplies-Internet Purchase"
8/16/1989 0:00:00,"BUNS N’ ROSES","HOMER SIMPSON",-80934.00,7.89,"Restaurant-Bar & Café"
8/16/1990 0:00:00,"TRY N' SAVE","MARGE SIMPSON",-80942.00,32.59,"Merchandise & Supplies-Internet Purchase"
8/17/1989 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,-93.48,"Merchandise & Supplies-Computer Supplies"
8/17/1989 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,56.04,"Merchandise & Supplies-Computer Supplies"
8/17/1989 0:00:00,"TACOS WITHOUT BORDERS","MARGE SIMPSON",-80942.00,11.26,"Restaurant-Bar & Café"
8/17/1989 0:00:00,"ETHNICTOWN OIL","HOMER SIMPSON",-80934.00,26.96,"Transportation-Fuel"
8/17/1990 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,34.36,"Communications-Telephone Comm"
8/17/1990 0:00:00,"GET IT STRAIGHT ORTHODONTICS","MARGE SIMPSON",-80942.00,59.16,"Business Services-Health Care Services"
8/17/1991 0:00:00,"SWAPPER JACK'S","MARGE SIMPSON",-80942.00,31.44,"Merchandise & Supplies-Department Stores"
8/17/1991 0:00:00,"NOTFLIX","MARGE SIMPSON",-80942.00,15.65,"Communications-Cable & Internet Comm"
8/17/1991 0:00:00,"JAVA THE HUT","MARGE SIMPSON",-80942.00,9.64,"Merchandise & Supplies-Groceries"
8/18/1989 0:00:00,"MAPPLE","MARGE SIMPSON",-80942.00,95.81,"Communications-Telephone Comm"
8/18/1989 0:00:00,"MAPPLE","HOMER SIMPSON",-80934.00,52.48,"Communications-Telephone Comm"
